date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:15	4212/4212	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2005:12:14%20GMT	https://freaktemplate.com/new_kingscript/admin	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/admin.html	(from )
10:42:16	107/107	---MCZ	200	added ('OK')	text/plain	date:Fri,%2013%20Nov%202020%2008:11:11%20GMT	https://freaktemplate.com/robots.txt		(from )
10:42:16	47032/47032	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Sep%202020%2007:55:02%20GMT	https://freaktemplate.com/new_kingscript/public/favicon.png	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/public/favicon.png	(from https://freaktemplate.com/new_kingscript/admin)
10:42:16	140936/140936	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Sep%202019%2011:07:10%20GMT	https://freaktemplate.com/new_kingscript/admin_panel/vendors/bootstrap/dist/css/bootstrap.min.css	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/admin_panel/vendors/bootstrap/dist/css/bootstrap.min.css	(from https://freaktemplate.com/new_kingscript/admin)
10:42:17	31004/31004	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Sep%202019%2011:07:12%20GMT	https://freaktemplate.com/new_kingscript/admin_panel/vendors/font-awesome/css/font-awesome.min.css	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/admin_panel/vendors/font-awesome/css/font-awesome.min.css	(from https://freaktemplate.com/new_kingscript/admin)
10:42:17	17484/17484	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Sep%202019%2011:07:14%20GMT	https://freaktemplate.com/new_kingscript/admin_panel/vendors/themify-icons/css/themify-icons.css	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/admin_panel/vendors/themify-icons/css/themify-icons.css	(from https://freaktemplate.com/new_kingscript/admin)
10:42:17	33688/33688	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Sep%202019%2011:07:12%20GMT	https://freaktemplate.com/new_kingscript/admin_panel/vendors/flag-icon-css/css/flag-icon.min.css	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/admin_panel/vendors/flag-icon-css/css/flag-icon.min.css	(from https://freaktemplate.com/new_kingscript/admin)
10:42:17	5136/5136	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Sep%202019%2011:07:14%20GMT	https://freaktemplate.com/new_kingscript/admin_panel/vendors/selectFX/css/cs-skin-elastic.css	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/admin_panel/vendors/selectFX/css/cs-skin-elastic.css	(from https://freaktemplate.com/new_kingscript/admin)
10:42:17	137645/137645	---MCZ	200	added ('OK')	text/css	date:Thu,%2003%20Sep%202020%2010:32:06%20GMT	https://freaktemplate.com/new_kingscript/admin_panel/assets/css/style.css	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/admin_panel/assets/css/style.css	(from https://freaktemplate.com/new_kingscript/admin)
10:42:18	2072/2072	---MCZ	200	added ('OK')	text/css	date:Fri,%2020%20Dec%202019%2001:20:38%20GMT	https://freaktemplate.com/new_kingscript/public/css/code.css	D:/hippoburger/https___freaktemplate.com_new_kingscript_admin/freaktemplate.com/new_kingscript/public/css/code.css	(from https://freaktemplate.com/new_kingscript/admin)
